,index,algo,cell,dset,measure,split,value
253,3,bolte,3,1,corr,test,0.558185332173672
254,4,bolte,4,1,corr,test,0.5579815640418374
255,0,bolte,0,1,corr_bits,test,0.44707151059518235
256,1,bolte,1,1,corr_bits,test,0.5779083255239506
257,2,bolte,2,1,corr_bits,test,0.49603103063303233
258,3,bolte,3,1,corr_bits,test,0.5386199400529623
259,4,bolte,4,1,corr_bits,test,0.5381433895098002
260,0,bolte,0,1,rank,test,0.31773720554443985
261,1,bolte,1,1,rank,test,0.3249595286715453
262,2,bolte,2,1,rank,test,0.24561230173938178
263,3,bolte,3,1,rank,test,0.2934023430899512
264,4,bolte,4,1,rank,test,0.29106784453994455
265,0,bolte,0,1,info,test,4.222995246751337
266,1,bolte,1,1,info,test,4.74441380275486
267,2,bolte,2,1,info,test,3.1567948947614175
268,3,bolte,3,1,info,test,3.2488005786470353
269,4,bolte,4,1,info,test,3.7166443601404646
270,0,bolte,0,1,auc,test,0.8582157493756334
271,1,bolte,1,1,auc,test,0.8783357798626696
272,2,bolte,2,1,auc,test,0.8562189605045895
273,3,bolte,3,1,auc,test,0.9228035530088788
274,4,bolte,4,1,auc,test,0.9006378319073896
275,0,oopsi,0,1,corr,test,0.46725841940050095
276,1,oopsi,1,1,corr,test,
277,2,oopsi,2,1,corr,test,0.4565479889447527
278,3,oopsi,3,1,corr,test,0.49452270953137484
279,4,oopsi,4,1,corr,test,0.4696618434084861
280,0,oopsi,0,1,corr_bits,test,0.35536922033291246
281,1,oopsi,1,1,corr_bits,test,
282,2,oopsi,2,1,corr_bits,test,0.3372222148502871
283,3,oopsi,3,1,corr_bits,test,0.40459699794596515
284,4,oopsi,4,1,corr_bits,test,0.3595313026524071
285,0,oopsi,0,1,rank,test,0.3132804254511448
286,1,oopsi,1,1,rank,test,
287,2,oopsi,2,1,rank,test,0.2753034932088657
288,3,oopsi,3,1,rank,test,0.32959784945756027
289,4,oopsi,4,1,rank,test,0.3631940850300226
290,0,oopsi,0,1,info,test,3.1545899742407375
291,1,oopsi,1,1,info,test,
292,2,oopsi,2,1,info,test,2.2872975527110135
293,3,oopsi,3,1,info,test,2.246606764794854
294,4,oopsi,4,1,info,test,2.4786699258543816
295,0,oopsi,0,1,auc,test,0.7591440261437201
296,1,oopsi,1,1,auc,test,0.5
297,2,oopsi,2,1,auc,test,0.7560861998494798
298,3,oopsi,3,1,auc,test,0.7987463339083098
299,4,oopsi,4,1,auc,test,0.7716733462977403
300,0,stm,0,2,corr,test,0.2937624862740665
301,1,stm,1,2,corr,test,0.5006854458672172
302,2,stm,2,2,corr,test,0.4845840364611396
303,3,stm,3,2,corr,test,0.44817260564554073
304,4,stm,4,2,corr,test,0.353773177599277
305,5,stm,5,2,corr,test,0.030542550325374236
306,6,stm,6,2,corr,test,0.42667334512286875
307,7,stm,7,2,corr,test,0.24746190397343004
308,8,stm,8,2,corr,test,0.5250330152501976
309,9,stm,9,2,corr,test,0.17946549615416266
310,0,stm,0,2,corr_bits,test,0.13020185276330645
311,1,stm,1,2,corr_bits,test,0.41635752590028857
312,2,stm,2,2,corr_bits,test,0.3861321127093772
313,3,stm,3,2,corr_bits,test,0.3234774512904873
314,4,stm,4,2,corr_bits,test,0.19290142424241136
315,5,stm,5,2,corr_bits,test,0.0013464423998959766
316,6,stm,6,2,corr_bits,test,0.2899156917046774
317,7,stm,7,2,corr_bits,test,0.09116771904111573
318,8,stm,8,2,corr_bits,test,0.46526038484796467
319,9,stm,9,2,corr_bits,test,0.047230879011080765
320,0,stm,0,2,rank,test,0.30547030885488774
321,1,stm,1,2,rank,test,0.19150297240934908
322,2,stm,2,2,rank,test,0.24040095419043114
323,3,stm,3,2,rank,test,0.41646661440736027
324,4,stm,4,2,rank,test,0.15512643328472595
325,5,stm,5,2,rank,test,0.22758935220288665
326,6,stm,6,2,rank,test,0.29350625748160925
327,7,stm,7,2,rank,test,0.253573618428716
328,8,stm,8,2,rank,test,0.2379462121660321
329,9,stm,9,2,rank,test,0.06025936299821931
330,0,stm,0,2,info,test,2.931753049231123
331,1,stm,1,2,info,test,1.537944666080862
332,2,stm,2,2,info,test,1.9335666281087427
333,3,stm,3,2,info,test,4.302970643490712
334,4,stm,4,2,info,test,0.8838971006492247
335,5,stm,5,2,info,test,0.8040553346503501
336,6,stm,6,2,info,test,3.464796235369498
337,7,stm,7,2,info,test,1.442949158283362
338,8,stm,8,2,info,test,2.3943695994623515
339,9,stm,9,2,info,test,
340,0,stm,0,2,auc,test,0.7298181411959028
341,1,stm,1,2,auc,test,0.936821613527173
342,2,stm,2,2,auc,test,0.9279202234457178
343,3,stm,3,2,auc,test,0.8451368480072071
344,4,stm,4,2,auc,test,0.8913860006027727
345,5,stm,5,2,auc,test,0.6291364379948224
346,6,stm,6,2,auc,test,0.8243866125139254
347,7,stm,7,2,auc,test,0.694351943871518
348,8,stm,8,2,auc,test,0.9416073757866932
349,9,stm,9,2,auc,test,0.9493235117257968
350,0,chenkov,0,2,corr,test,0.28210423548216035
351,1,chenkov,1,2,corr,test,0.5183643672768713
352,2,chenkov,2,2,corr,test,0.5275871074451154
353,3,chenkov,3,2,corr,test,0.47169983069223004
354,4,chenkov,4,2,corr,test,0.4111021820778572
355,5,chenkov,5,2,corr,test,0.17495010442346295
356,6,chenkov,6,2,corr,test,0.4793847255519358
357,7,chenkov,7,2,corr,test,0.25844406678663184
358,8,chenkov,8,2,corr,test,0.5883478714696974
359,9,chenkov,9,2,corr,test,0.2511209700589311
360,0,chenkov,0,2,corr_bits,test,0.11964015066818283
361,1,chenkov,1,2,corr_bits,test,0.4514679233701688
362,2,chenkov,2,2,corr_bits,test,0.4706251081812626
363,3,chenkov,3,2,corr_bits,test,0.36308677471129785
364,4,chenkov,4,2,corr_bits,test,0.2670883055273968
365,5,chenkov,5,2,corr_bits,test,0.04484723228681744
366,6,chenkov,6,2,corr_bits,test,0.3767131696285683
367,7,chenkov,7,2,corr_bits,test,0.09973148475775026
368,8,chenkov,8,2,corr_bits,test,0.6129754905833508
369,9,chenkov,9,2,corr_bits,test,0.09397411342740611
370,0,chenkov,0,2,rank,test,0.3138918567693139
371,1,chenkov,1,2,rank,test,0.1959701683431546
372,2,chenkov,2,2,rank,test,0.244030630415689
373,3,chenkov,3,2,rank,test,0.398292670260002
374,4,chenkov,4,2,rank,test,0.16492013756422766
375,5,chenkov,5,2,rank,test,0.2305752179677816
376,6,chenkov,6,2,rank,test,0.3168958082395772
377,7,chenkov,7,2,rank,test,0.2541190863495593
378,8,chenkov,8,2,rank,test,0.24053180054858644
379,9,chenkov,9,2,rank,test,0.06151169500937656
380,0,chenkov,0,2,info,test,2.968775087605138
381,1,chenkov,1,2,info,test,1.6729584770959764
382,2,chenkov,2,2,info,test,2.068979279399713
383,3,chenkov,3,2,info,test,4.082711745101534
384,4,chenkov,4,2,info,test,1.076535695982113
385,5,chenkov,5,2,info,test,1.1766464353103814
386,6,chenkov,6,2,info,test,4.072191456503948
387,7,chenkov,7,2,info,test,1.4674436729867537
388,8,chenkov,8,2,info,test,2.6019477567849894
389,9,chenkov,9,2,info,test,
390,0,chenkov,0,2,auc,test,0.7368915460249328
391,1,chenkov,1,2,auc,test,0.9470094216010481
392,2,chenkov,2,2,auc,test,0.9343971840612741
393,3,chenkov,3,2,auc,test,0.8292762442947186
394,4,chenkov,4,2,auc,test,0.9161274003272195
395,5,chenkov,5,2,auc,test,0.6306956478259885
396,6,chenkov,6,2,auc,test,0.8505028331907023
397,7,chenkov,7,2,auc,test,0.6950779096757153
398,8,chenkov,8,2,auc,test,0.946409909514446
399,9,chenkov,9,2,auc,test,0.9586590499098017
400,0,deneux,0,2,corr,test,0.2836290861704408
401,1,deneux,1,2,corr,test,0.5173721530356371
402,2,deneux,2,2,corr,test,0.5293481038123857
403,3,deneux,3,2,corr,test,0.46204341056737486
404,4,deneux,4,2,corr,test,0.44871484280275875
405,5,deneux,5,2,corr,test,0.16612734206894786
406,6,deneux,6,2,corr,test,0.47011581345697145
407,7,deneux,7,2,corr,test,0.26245213926925487
408,8,deneux,8,2,corr,test,0.6189474297223306
409,9,deneux,9,2,corr,test,0.36849339918478413
410,0,deneux,0,2,corr_bits,test,0.1209929472361296
411,1,deneux,1,2,corr_bits,test,0.44944196881308185
412,2,deneux,2,2,corr_bits,test,0.4743508632509185
413,3,deneux,3,2,corr_bits,test,0.34645218810744
414,4,deneux,4,2,corr_bits,test,0.32435568551284444
415,5,deneux,5,2,corr_bits,test,0.04037567010484333
416,6,deneux,6,2,corr_bits,test,0.3603212087178177
417,7,deneux,7,2,corr_bits,test,0.10296272856648696
418,8,deneux,8,2,corr_bits,test,0.6968819088555357
419,9,deneux,9,2,corr_bits,test,0.2105418050440819
420,0,deneux,0,2,rank,test,0.3380938055060693
421,1,deneux,1,2,rank,test,0.19483858401634097
422,2,deneux,2,2,rank,test,0.24700574949377624
423,3,deneux,3,2,rank,test,0.37179977901776207
424,4,deneux,4,2,rank,test,0.16582936570804416
425,5,deneux,5,2,rank,test,0.21708602027046875
426,6,deneux,6,2,rank,test,0.30782581361781297
427,7,deneux,7,2,rank,test,0.25358903811602446
428,8,deneux,8,2,rank,test,0.2395565287872935
429,9,deneux,9,2,rank,test,0.062638541093625
430,0,deneux,0,2,info,test,3.116190576985442
431,1,deneux,1,2,info,test,1.682181308887895
432,2,deneux,2,2,info,test,2.130663947560178
433,3,deneux,3,2,info,test,3.6106079646350118
434,4,deneux,4,2,info,test,1.1282005611147725
435,5,deneux,5,2,info,test,0.6993856125063189
436,6,deneux,6,2,info,test,3.844898601265985
437,7,deneux,7,2,info,test,1.3684416697077744
438,8,deneux,8,2,info,test,2.6394508344955834
439,9,deneux,9,2,info,test,0.23238463167452977
440,0,deneux,0,2,auc,test,0.7553493379240703
441,1,deneux,1,2,auc,test,0.9444171294274246
442,2,deneux,2,2,auc,test,0.9397074750784649
443,3,deneux,3,2,auc,test,0.8070189530316345
444,4,deneux,4,2,auc,test,0.9184187440799104
445,5,deneux,5,2,auc,test,0.6268457965086003
446,6,deneux,6,2,auc,test,0.8404672372953392
447,7,deneux,7,2,auc,test,0.6942479292800658
448,8,deneux,8,2,auc,test,0.9445813174311698
449,9,deneux,9,2,auc,test,0.9670625375826819
450,0,friedrich,0,2,corr,test,0.25172904490936115
451,1,friedrich,1,2,corr,test,0.49170415353190144
452,2,friedrich,2,2,corr,test,0.5346294691839082
453,3,friedrich,3,2,corr,test,0.4369744864382364
454,4,friedrich,4,2,corr,test,0.44414767594937204
455,5,friedrich,5,2,corr,test,0.07699403962361767
456,6,friedrich,6,2,corr,test,0.3500093231882148
457,7,friedrich,7,2,corr,test,0.2382562712632183
458,8,friedrich,8,2,corr,test,0.6180927948038242
459,9,friedrich,9,2,corr,test,0.3498708948234376
460,0,friedrich,0,2,corr_bits,test,0.09444501479394204
461,1,friedrich,1,2,corr_bits,test,0.3992982156474063
462,2,friedrich,2,2,corr_bits,test,0.4856578745951064
463,3,friedrich,3,2,corr_bits,test,0.3056933483273333
464,4,friedrich,4,2,corr_bits,test,0.3170081715603816
465,5,friedrich,5,2,corr_bits,test,0.008577865041238824
466,6,friedrich,6,2,corr_bits,test,0.1885396994104457
467,7,friedrich,7,2,corr_bits,test,0.08431244965444554
468,8,friedrich,8,2,corr_bits,test,0.6944116100876894
469,9,friedrich,9,2,corr_bits,test,0.18838042152659873
470,0,friedrich,0,2,rank,test,0.292918637820997
471,1,friedrich,1,2,rank,test,0.2573475569533614
472,2,friedrich,2,2,rank,test,0.32358981294794553
473,3,friedrich,3,2,rank,test,0.39370789093862774
474,4,friedrich,4,2,rank,test,0.20787742504679707
475,5,friedrich,5,2,rank,test,0.18285995644892958
476,6,friedrich,6,2,rank,test,0.33269631854968196
477,7,friedrich,7,2,rank,test,0.22660689927172367
478,8,friedrich,8,2,rank,test,0.32355306106250376
479,9,friedrich,9,2,rank,test,0.074320293115456
480,0,friedrich,0,2,info,test,1.897685171138697
481,1,friedrich,1,2,info,test,1.5534488024924582
482,2,friedrich,2,2,info,test,2.120223084783844
483,3,friedrich,3,2,info,test,3.106376502552788
484,4,friedrich,4,2,info,test,1.075274646760396
485,5,friedrich,5,2,info,test,0.6216063159842307
486,6,friedrich,6,2,info,test,3.2386577175312805
487,7,friedrich,7,2,info,test,0.9931924557618004
488,8,friedrich,8,2,info,test,2.588100581745031
489,9,friedrich,9,2,info,test,0.23192281658777505
490,0,friedrich,0,2,auc,test,0.672273106840044
491,1,friedrich,1,2,auc,test,0.9299581955450177
492,2,friedrich,2,2,auc,test,0.9287191323511305
493,3,friedrich,3,2,auc,test,0.7565218966261272
494,4,friedrich,4,2,auc,test,0.895474360630328
495,5,friedrich,5,2,auc,test,0.5864058714536934
496,6,friedrich,6,2,auc,test,0.787867179057966
497,7,friedrich,7,2,auc,test,0.6399757012592173
498,8,friedrich,8,2,auc,test,0.9356330444001112
499,9,friedrich,9,2,auc,test,0.9325015033072759
500,0,machado,0,2,corr,test,0.30896961481243274
501,1,machado,1,2,corr,test,0.4693193578785675
502,2,machado,2,2,corr,test,0.4888134287694875
503,3,machado,3,2,corr,test,0.4252650449591725
504,4,machado,4,2,corr,test,0.4168298013018798
505,5,machado,5,2,corr,test,0.049216873447958935
506,6,machado,6,2,corr,test,0.30944531776962997
507,7,machado,7,2,corr,test,0.26148477978762824
508,8,machado,8,2,corr,test,0.5571788541559849
509,9,machado,9,2,corr,test,0.37805186843583577
510,0,machado,0,2,corr_bits,test,0.1447473380558676
511,1,machado,1,2,corr_bits,test,0.3589361699835998
512,2,machado,2,2,corr_bits,test,0.3939151840560856
513,3,machado,3,2,corr_bits,test,0.2878010686847155
514,4,machado,4,2,corr_bits,test,0.2753446354156211
515,5,machado,5,2,corr_bits,test,0.003498880492425521
516,6,machado,6,2,corr_bits,test,0.14521662047086506
517,7,machado,7,2,corr_bits,test,0.10217764094368632
518,8,machado,8,2,corr_bits,test,0.5362693200096226
519,9,machado,9,2,corr_bits,test,0.22250363495136805
520,0,machado,0,2,rank,test,0.3220855617304544
521,1,machado,1,2,rank,test,0.19442434264438205
522,2,machado,2,2,rank,test,0.2425407397566094
523,3,machado,3,2,rank,test,0.33110283574706595
524,4,machado,4,2,rank,test,0.16420621189854395
525,5,machado,5,2,rank,test,0.18317410170943998
526,6,machado,6,2,rank,test,0.2914906592764897
