,index,algo,cell,dset,measure,split,value
239,4,oopsi,4,1,auc,test,0.8218423240739491
240,0,stm,0,2,corr,test,0.3497036704548236
241,1,stm,1,2,corr,test,0.6159303832343127
242,2,stm,2,2,corr,test,0.6151466964542728
243,3,stm,3,2,corr,test,0.5910151923808988
244,4,stm,4,2,corr,test,0.4724797688779523
245,5,stm,5,2,corr,test,0.043730429145355826
246,6,stm,6,2,corr,test,0.5219865884134717
247,7,stm,7,2,corr,test,0.32909898684969163
248,8,stm,8,2,corr,test,0.6358160158658032
249,9,stm,9,2,corr,test,0.2689777459591153
250,0,stm,0,2,corr_bits,test,0.18818811796503424
251,1,stm,1,2,corr_bits,test,0.6881952102739767
252,2,stm,2,2,corr_bits,test,0.6859542592448995
253,3,stm,3,2,corr_bits,test,0.6199332300633589
254,4,stm,4,2,corr_bits,test,0.3644538583825267
255,5,stm,5,2,corr_bits,test,0.002761579883132402
256,6,stm,6,2,corr_bits,test,0.45892135250689614
257,7,stm,7,2,corr_bits,test,0.1653796168136373
258,8,stm,8,2,corr_bits,test,0.7472501231114952
259,9,stm,9,2,corr_bits,test,0.10834600011999887
260,0,stm,0,2,rank,test,0.3447983097315458
261,1,stm,1,2,rank,test,0.24951577708728045
262,2,stm,2,2,rank,test,0.3205723326102672
263,3,stm,3,2,rank,test,0.556617078987594
264,4,stm,4,2,rank,test,0.20552800105571747
265,5,stm,5,2,rank,test,0.28600629451118553
266,6,stm,6,2,rank,test,0.35688657308715527
267,7,stm,7,2,rank,test,0.33394266854548194
268,8,stm,8,2,rank,test,0.306676182539098
269,9,stm,9,2,rank,test,0.08531474190531589
270,0,stm,0,2,auc,test,0.7270442007748099
271,1,stm,1,2,auc,test,0.9315541198200477
272,2,stm,2,2,auc,test,0.9287252414557704
273,3,stm,3,2,auc,test,0.8706982419443199
274,4,stm,4,2,auc,test,0.8859863141301233
275,5,stm,5,2,auc,test,0.6503569688272557
276,6,stm,6,2,auc,test,0.8165048570383752
277,7,stm,7,2,auc,test,0.70618938522725
278,8,stm,8,2,auc,test,0.9376503301384823
279,9,stm,9,2,auc,test,0.9501656127672388
280,0,chenkov,0,2,corr,test,0.34077950753193925
281,1,chenkov,1,2,corr,test,0.6609551593776068
282,2,chenkov,2,2,corr,test,0.662217065136261
283,3,chenkov,3,2,corr,test,0.6220525089893584
284,4,chenkov,4,2,corr,test,0.5545938656909047
285,5,chenkov,5,2,corr,test,0.22214477823840686
286,6,chenkov,6,2,corr,test,0.5783810522170547
287,7,chenkov,7,2,corr,test,0.34012131492498077
288,8,chenkov,8,2,corr,test,0.7094693606640665
289,9,chenkov,9,2,corr,test,0.36311966926306366
290,0,chenkov,0,2,corr_bits,test,0.17809500000900413
291,1,chenkov,1,2,corr_bits,test,0.8284388786756159
292,2,chenkov,2,2,corr_bits,test,0.8327228586565648
293,3,chenkov,3,2,corr_bits,test,0.7059217598314736
294,4,chenkov,4,2,corr_bits,test,0.530268938661076
295,5,chenkov,5,2,corr_bits,test,0.07301123574564171
296,6,chenkov,6,2,corr_bits,test,0.5875428486148667
297,7,chenkov,7,2,corr_bits,test,0.17736367023660574
298,8,chenkov,8,2,corr_bits,test,1.0096892115970417
299,9,chenkov,9,2,corr_bits,test,0.20399355514526288
300,0,chenkov,0,2,rank,test,0.35990933812996995
301,1,chenkov,1,2,rank,test,0.256670349609996
302,2,chenkov,2,2,rank,test,0.32553312656571315
303,3,chenkov,3,2,rank,test,0.5331320031893543
304,4,chenkov,4,2,rank,test,0.21885350441761087
305,5,chenkov,5,2,rank,test,0.28864992169045717
306,6,chenkov,6,2,rank,test,0.38499167764401154
307,7,chenkov,7,2,rank,test,0.33410964494741924
308,8,chenkov,8,2,rank,test,0.31148407002120815
309,9,chenkov,9,2,rank,test,0.08669199438525602
310,0,chenkov,0,2,auc,test,0.7391314537190645
311,1,chenkov,1,2,auc,test,0.9439469186612406
312,2,chenkov,2,2,auc,test,0.9353916238477994
313,3,chenkov,3,2,auc,test,0.8531882397861779
314,4,chenkov,4,2,auc,test,0.911075284226617
315,5,chenkov,5,2,auc,test,0.6501147575428385
316,6,chenkov,6,2,auc,test,0.8421265936942363
317,7,chenkov,7,2,auc,test,0.7066360334169279
318,8,chenkov,8,2,auc,test,0.9445748781248204
319,9,chenkov,9,2,auc,test,0.95742246311352
320,0,deneux,0,2,corr,test,0.34005412924321893
321,1,deneux,1,2,corr,test,0.6680796272714172
322,2,deneux,2,2,corr,test,0.6655668949483011
323,3,deneux,3,2,corr,test,0.6106060330613026
324,4,deneux,4,2,corr,test,0.6074598313271288
325,5,deneux,5,2,corr,test,0.2103288423639494
326,6,deneux,6,2,corr,test,0.5678184143582236
327,7,deneux,7,2,corr,test,0.3418131904177013
328,8,deneux,8,2,corr,test,0.7502409701816027
329,9,deneux,9,2,corr,test,0.5151459774052315
330,0,deneux,0,2,corr_bits,test,0.1772891193555911
331,1,deneux,1,2,corr_bits,test,0.8529027537327573
332,2,deneux,2,2,corr_bits,test,0.8441971312773938
333,3,deneux,3,2,corr_bits,test,0.6730939203871222
334,4,deneux,4,2,corr_bits,test,0.6643051155843022
335,5,deneux,5,2,corr_bits,test,0.06527702105866905
336,6,deneux,6,2,corr_bits,test,0.5615320162656006
337,7,deneux,7,2,corr_bits,test,0.17924714953177423
338,8,deneux,8,2,corr_bits,test,1.1938376930378725
339,9,deneux,9,2,corr_bits,test,0.44492084408198024
340,0,deneux,0,2,rank,test,0.3853614506279184
341,1,deneux,1,2,rank,test,0.2549532666536549
342,2,deneux,2,2,rank,test,0.3295897246516276
343,3,deneux,3,2,rank,test,0.4925879515523766
344,4,deneux,4,2,rank,test,0.220000132623074
345,5,deneux,5,2,rank,test,0.2699681934881325
346,6,deneux,6,2,rank,test,0.3759142537666273
347,7,deneux,7,2,rank,test,0.3319944818483885
348,8,deneux,8,2,rank,test,0.3094049858172144
349,9,deneux,9,2,rank,test,0.08813548089403467
350,0,deneux,0,2,auc,test,0.7567515175904393
351,1,deneux,1,2,auc,test,0.9409579319277432
352,2,deneux,2,2,auc,test,0.9408649055852858
353,3,deneux,3,2,auc,test,0.8246260603947739
354,4,deneux,4,2,auc,test,0.9132105665424669
355,5,deneux,5,2,auc,test,0.6474236104591642
356,6,deneux,6,2,auc,test,0.8343014415766884
357,7,deneux,7,2,auc,test,0.7049419372579196
358,8,deneux,8,2,auc,test,0.9415425853387511
359,9,deneux,9,2,auc,test,0.9650406504065041
360,0,friedrich,0,2,corr,test,0.3016399893981585
361,1,friedrich,1,2,corr,test,0.6306933159396217
362,2,friedrich,2,2,corr,test,0.6754336097611473
363,3,friedrich,3,2,corr,test,0.58016446261432
364,4,friedrich,4,2,corr,test,0.595228226287943
365,5,friedrich,5,2,corr,test,0.09834030242683053
366,6,friedrich,6,2,corr,test,0.41904532889146123
367,7,friedrich,7,2,corr,test,0.31235546861006014
368,8,friedrich,8,2,corr,test,0.7475984498799553
369,9,friedrich,9,2,corr,test,0.48455861286521473
370,0,friedrich,0,2,corr_bits,test,0.13762666522634254
371,1,friedrich,1,2,corr_bits,test,0.7316232405669085
372,2,friedrich,2,2,corr_bits,test,0.8788799625235347
373,3,friedrich,3,2,corr_bits,test,0.5920290836771827
374,4,friedrich,4,2,corr_bits,test,0.6310565635951912
375,5,friedrich,5,2,corr_bits,test,0.014019938876572413
376,6,friedrich,6,2,corr_bits,test,0.27858181843243796
377,7,friedrich,7,2,corr_bits,test,0.14810657342796898
378,8,friedrich,8,2,corr_bits,test,1.18083359302674
379,9,friedrich,9,2,corr_bits,test,0.3860856580180723
380,0,friedrich,0,2,rank,test,0.33546573892717296
381,1,friedrich,1,2,rank,test,0.3199386436734588
382,2,friedrich,2,2,rank,test,0.41684995893318155
383,3,friedrich,3,2,rank,test,0.5109668145343769
384,4,friedrich,4,2,rank,test,0.2656014614465849
385,5,friedrich,5,2,rank,test,0.22713606938917655
386,6,friedrich,6,2,rank,test,0.39280203765388944
387,7,friedrich,7,2,rank,test,0.29962170472064803
388,8,friedrich,8,2,rank,test,0.3979048018982697
389,9,friedrich,9,2,rank,test,0.10145901077945732
390,0,friedrich,0,2,auc,test,0.6791359472415873
391,1,friedrich,1,2,auc,test,0.92380383050146
392,2,friedrich,2,2,auc,test,0.9308882871742391
393,3,friedrich,3,2,auc,test,0.7739180238059664
394,4,friedrich,4,2,auc,test,0.8920261297410911
395,5,friedrich,5,2,auc,test,0.599383429672447
396,6,friedrich,6,2,auc,test,0.7825528802663742
397,7,friedrich,7,2,auc,test,0.6537553086577275
398,8,friedrich,8,2,auc,test,0.9301784541751066
399,9,friedrich,9,2,auc,test,0.9325504366154773
400,0,machado,0,2,corr,test,0.37154273974881785
401,1,machado,1,2,corr,test,0.6103823745264696
402,2,machado,2,2,corr,test,0.615891103590081
403,3,machado,3,2,corr,test,0.5591096137251828
404,4,machado,4,2,corr,test,0.5515988462072782
405,5,machado,5,2,corr,test,0.06278325896643129
406,6,machado,6,2,corr,test,0.37526620686056816
407,7,machado,7,2,corr,test,0.3435018968775984
408,8,machado,8,2,corr,test,0.6781566873542372
409,9,machado,9,2,corr,test,0.5168884687017345
410,0,machado,0,2,corr_bits,test,0.21431388098493206
411,1,machado,1,2,corr_bits,test,0.6724658642267747
412,2,machado,2,2,corr_bits,test,0.6880827393320484
413,3,machado,3,2,corr_bits,test,0.540785715156155
414,4,machado,4,2,corr_bits,test,0.5233824963307717
415,5,machado,5,2,corr_bits,test,0.0056979626262411666
416,6,machado,6,2,corr_bits,test,0.21897561996195777
417,7,machado,7,2,corr_bits,test,0.1811388939886274
418,8,machado,8,2,corr_bits,test,0.8886921778001344
419,9,machado,9,2,corr_bits,test,0.4484567929304561
420,0,machado,0,2,rank,test,0.3691377867422313
421,1,machado,1,2,rank,test,0.2528871564589042
422,2,machado,2,2,rank,test,0.3202324764130877
423,3,machado,3,2,rank,test,0.4291365881705553
424,4,machado,4,2,rank,test,0.2163794808397161
425,5,machado,5,2,rank,test,0.22986928709635396
426,6,machado,6,2,rank,test,0.35208321723925395
427,7,machado,7,2,rank,test,0.3165437020149333
428,8,machado,8,2,rank,test,0.3054613504876025
429,9,machado,9,2,rank,test,0.0931563104954628
430,0,machado,0,2,auc,test,0.736973008360533
431,1,machado,1,2,auc,test,0.9302636822783744
432,2,machado,2,2,auc,test,0.9179230894967629
433,3,machado,3,2,auc,test,0.7709568039577004
434,4,machado,4,2,auc,test,0.8983459921658545
435,5,machado,5,2,auc,test,0.6153461278829087
436,6,machado,6,2,auc,test,0.8008012119912344
437,7,machado,7,2,auc,test,0.68813503864074
438,8,machado,8,2,auc,test,0.9265304718428713
439,9,machado,9,2,auc,test,0.978906955736224
440,0,mineault,0,2,corr,test,0.1287030332383807
441,1,mineault,1,2,corr,test,0.6948413010189557
442,2,mineault,2,2,corr,test,0.6801484214392922
443,3,mineault,3,2,corr,test,0.5912000014414124
444,4,mineault,4,2,corr,test,0.5796657129434377
445,5,mineault,5,2,corr,test,0.1700166206035177
446,6,mineault,6,2,corr,test,0.500159137240181
447,7,mineault,7,2,corr,test,0.28109856391241167
448,8,mineault,8,2,corr,test,0.7584013015686801
449,9,mineault,9,2,corr,test,0.5231215606385073
450,0,mineault,0,2,corr_bits,test,0.024097617575526337
451,1,mineault,1,2,corr_bits,test,0.9512181870296501
452,2,mineault,2,2,corr_bits,test,0.8959368076389697
453,3,mineault,3,2,corr_bits,test,0.6204177211075316
454,4,mineault,4,2,corr_bits,test,0.5907716624062272
455,5,mineault,5,2,corr_bits,test,0.0423166243553288
456,6,mineault,6,2,corr_bits,test,0.41534369582733593
457,7,mineault,7,2,corr_bits,test,0.11875263260865261
458,8,mineault,8,2,corr_bits,test,1.23505105317531
459,9,mineault,9,2,corr_bits,test,0.46127544963862316
460,0,mineault,0,2,rank,test,0.16664949110136956
461,1,mineault,1,2,rank,test,0.3497196831350894
462,2,mineault,2,2,rank,test,0.4458865771760952
463,3,mineault,3,2,rank,test,0.5027045550702257
464,4,mineault,4,2,rank,test,0.2708025219399591
465,5,mineault,5,2,rank,test,0.2339344493149142
466,6,mineault,6,2,rank,test,0.4158949037386033
467,7,mineault,7,2,rank,test,0.2695853775543154
468,8,mineault,8,2,rank,test,0.40832508765144976
469,9,mineault,9,2,rank,test,0.11151021178404814
470,0,mineault,0,2,auc,test,0.5267644408673555
471,1,mineault,1,2,auc,test,0.9322275998436529
472,2,mineault,2,2,auc,test,0.9320218322921777
473,3,mineault,3,2,auc,test,0.8262156149874662
474,4,mineault,4,2,auc,test,0.9021269227094678
475,5,mineault,5,2,auc,test,0.6117809995127164
476,6,mineault,6,2,auc,test,0.8044535453768088
477,7,mineault,7,2,auc,test,0.6331625965371406
478,8,mineault,8,2,auc,test,0.9366797700264562
479,9,mineault,9,2,auc,test,0.9354110207768744
480,0,pachitariu,0,2,corr,test,0.3322223505563841
481,1,pachitariu,1,2,corr,test,0.5994023732893736
482,2,pachitariu,2,2,corr,test,0.6299907842970109
483,3,pachitariu,3,2,corr,test,0.6556557819363411
484,4,pachitariu,4,2,corr,test,0.5392022690623194
485,5,pachitariu,5,2,corr,test,0.14929238559720365
486,6,pachitariu,6,2,corr,test,0.45767644095294807
487,7,pachitariu,7,2,corr,test,0.34951342224302645
488,8,pachitariu,8,2,corr,test,0.7038294056395694
489,9,pachitariu,9,2,corr,test,0.40894536483739863
490,0,pachitariu,0,2,corr_bits,test,0.16872539659108174
491,1,pachitariu,1,2,corr_bits,test,0.6422412870069216
492,2,pachitariu,2,2,corr_bits,test,0.7295030832312087
493,3,pachitariu,3,2,corr_bits,test,0.8106738807504311
494,4,pachitariu,4,2,corr_bits,test,0.4956116511998599
495,5,pachitariu,5,2,corr_bits,test,0.032518854299273994
496,6,pachitariu,6,2,corr_bits,test,0.3391037295786927
497,7,pachitariu,7,2,corr_bits,test,0.18796948053271925
498,8,pachitariu,8,2,corr_bits,test,0.986718792520227
499,9,pachitariu,9,2,corr_bits,test,0.26402093145000094
500,0,pachitariu,0,2,rank,test,0.3165224714624835
501,1,pachitariu,1,2,rank,test,0.2581848918509778
502,2,pachitariu,2,2,rank,test,0.3268920053703602
503,3,pachitariu,3,2,rank,test,0.572414126681631
504,4,pachitariu,4,2,rank,test,0.220055497444158
505,5,pachitariu,5,2,rank,test,0.27752137078922556
506,6,pachitariu,6,2,rank,test,0.37086852048696234
507,7,pachitariu,7,2,rank,test,0.3292583506378446
508,8,pachitariu,8,2,rank,test,0.3111448308418486
509,9,pachitariu,9,2,rank,test,0.08838181571463587
510,0,pachitariu,0,2,auc,test,0.7086391196919531
511,1,pachitariu,1,2,auc,test,0.9443971826884019
512,2,pachitariu,2,2,auc,test,0.9352710914014027
513,3,pachitariu,3,2,auc,test,0.8802729219582648
514,4,pachitariu,4,2,auc,test,0.912660623865482
515,5,pachitariu,5,2,auc,test,0.6475262529672895
516,6,pachitariu,6,2,auc,test,0.8284919672586397
517,7,pachitariu,7,2,auc,test,0.7043406712954047
