,index,algo,cell,dset,measure,split,value
47,2,deneux,2,1,corr_bits,test,1.3597845476196233
48,3,deneux,3,1,corr_bits,test,1.6845674587197093
49,4,deneux,4,1,corr_bits,test,1.8198966846378857
50,0,deneux,0,1,rank,test,0.446230755190382
51,1,deneux,1,1,rank,test,0.5206770410131759
52,2,deneux,2,1,rank,test,0.4246929954219739
53,3,deneux,3,1,rank,test,0.47705568175317253
54,4,deneux,4,1,rank,test,0.43300082411093765
55,0,deneux,0,1,auc,test,0.8266225492877007
56,1,deneux,1,1,auc,test,0.8811680633109494
57,2,deneux,2,1,auc,test,0.8722737813546434
58,3,deneux,3,1,auc,test,0.9347441860465115
59,4,deneux,4,1,auc,test,0.9059859717526302
60,0,friedrich,0,1,corr,test,0.6876507206274441
61,1,friedrich,1,1,corr,test,0.8021727118069361
62,2,friedrich,2,1,corr,test,0.7739933760118838
63,3,friedrich,3,1,corr,test,0.8237972835531149
64,4,friedrich,4,1,corr,test,0.8353705070611737
65,0,friedrich,0,1,corr_bits,test,0.9237515413966101
66,1,friedrich,1,1,corr_bits,test,1.4879493715368344
67,2,friedrich,2,1,corr_bits,test,1.3185624152241577
68,3,friedrich,3,1,corr_bits,test,1.6377465472351314
69,4,friedrich,4,1,corr_bits,test,1.7266339510096829
70,0,friedrich,0,1,rank,test,0.45657983848268163
71,1,friedrich,1,1,rank,test,0.5634624163100148
72,2,friedrich,2,1,rank,test,0.5049837208981776
73,3,friedrich,3,1,rank,test,0.5344604774683237
74,4,friedrich,4,1,rank,test,0.48169220607896496
75,0,friedrich,0,1,auc,test,0.8104272714812271
76,1,friedrich,1,1,auc,test,0.8256322610014357
77,2,friedrich,2,1,auc,test,0.8568117091970472
78,3,friedrich,3,1,auc,test,0.9008582145536385
79,4,friedrich,4,1,auc,test,0.8764534119996097
80,0,machado,0,1,corr,test,0.6835896088768338
81,1,machado,1,1,corr,test,0.7652672099762768
82,2,machado,2,1,corr,test,0.7617399820125812
83,3,machado,3,1,corr,test,0.7796335340760501
84,4,machado,4,1,corr,test,0.7759063520938019
85,0,machado,0,1,corr_bits,test,0.9085906047562535
86,1,machado,1,1,corr_bits,test,1.2710221256644052
87,2,machado,2,1,corr_bits,test,1.2523902089454393
88,3,machado,3,1,corr_bits,test,1.3504432062008898
89,4,machado,4,1,corr_bits,test,1.3292708328373974
90,0,machado,0,1,rank,test,0.45137158194839894
91,1,machado,1,1,rank,test,0.4780720180852379
92,2,machado,2,1,rank,test,0.418602647284636
93,3,machado,3,1,rank,test,0.4765826054839112
94,4,machado,4,1,rank,test,0.4115878932044404
95,0,machado,0,1,auc,test,0.8117785096914417
96,1,machado,1,1,auc,test,0.8381791637373501
97,2,machado,2,1,auc,test,0.8487413274390617
98,3,machado,3,1,auc,test,0.9175856464116029
99,4,machado,4,1,auc,test,0.8754210243558771
100,0,mineault,0,1,corr,test,0.6784204318107667
101,1,mineault,1,1,corr,test,0.8169395825826231
102,2,mineault,2,1,corr,test,0.7729598016618495
103,3,mineault,3,1,corr,test,0.7980190375334733
104,4,mineault,4,1,corr,test,0.8308477036274461
105,0,mineault,0,1,corr_bits,test,0.889648202818441
106,1,mineault,1,1,corr_bits,test,1.5880977720328144
107,2,mineault,2,1,corr_bits,test,1.3128205136977817
108,3,mineault,3,1,corr_bits,test,1.4613004791475348
109,4,mineault,4,1,corr_bits,test,1.6910935442654982
110,0,mineault,0,1,rank,test,0.5042365360406862
111,1,mineault,1,1,rank,test,0.5477045738718958
112,2,mineault,2,1,rank,test,0.43249651494061686
113,3,mineault,3,1,rank,test,0.5163277219659197
114,4,mineault,4,1,rank,test,0.5463569514348866
115,0,mineault,0,1,auc,test,0.8345309642017247
116,1,mineault,1,1,auc,test,0.8760858673605444
117,2,mineault,2,1,auc,test,0.8646428723238451
118,3,mineault,3,1,auc,test,0.9077679419854963
119,4,mineault,4,1,auc,test,0.8682125404939376
120,0,pachitariu,0,1,corr,test,0.6585151274382242
121,1,pachitariu,1,1,corr,test,0.784228428401557
122,2,pachitariu,2,1,corr,test,0.7184265499399614
123,3,pachitariu,3,1,corr,test,0.7896304707930919
124,4,pachitariu,4,1,corr,test,0.8153777981139119
125,0,pachitariu,0,1,corr_bits,test,0.8202142537901477
126,1,pachitariu,1,1,corr_bits,test,1.3771229657527484
127,2,pachitariu,2,1,corr_bits,test,1.0473285997020347
128,3,pachitariu,3,1,corr_bits,test,1.4093406155606143
129,4,pachitariu,4,1,corr_bits,test,1.5770822204551398
130,0,pachitariu,0,1,rank,test,0.4350526607146851
131,1,pachitariu,1,1,rank,test,0.5061227488098982
132,2,pachitariu,2,1,rank,test,0.4230064660399331
133,3,pachitariu,3,1,rank,test,0.46661103967010953
134,4,pachitariu,4,1,rank,test,0.4142950854249726
135,0,pachitariu,0,1,auc,test,0.8174749788832103
136,1,pachitariu,1,1,auc,test,0.8679800779534919
137,2,pachitariu,2,1,auc,test,0.870054928187181
138,3,pachitariu,3,1,auc,test,0.9232755688922231
139,4,pachitariu,4,1,auc,test,0.8852969340955469
140,0,ringach,0,1,corr,test,0.7149860675882214
141,1,ringach,1,1,corr,test,0.7483395585365739
142,2,ringach,2,1,corr,test,0.7379729669799435
143,3,ringach,3,1,corr,test,0.8002578713464938
144,4,ringach,4,1,corr,test,0.7830117635994522
145,0,ringach,0,1,corr_bits,test,1.032698794136467
146,1,ringach,1,1,corr_bits,test,1.1844642289779477
147,2,ringach,2,1,corr_bits,test,1.1348067921402238
148,3,ringach,3,1,corr_bits,test,1.4755858687553438
149,4,ringach,4,1,corr_bits,test,1.3699950417115612
150,0,ringach,0,1,rank,test,0.5246769010077446
151,1,ringach,1,1,rank,test,0.522887805088971
152,2,ringach,2,1,rank,test,0.4153947243701924
153,3,ringach,3,1,rank,test,0.46544277440168974
154,4,ringach,4,1,rank,test,0.40858899192952175
155,0,ringach,0,1,auc,test,0.8425517994340499
156,1,ringach,1,1,auc,test,0.8443044657599926
157,2,ringach,2,1,auc,test,0.8374668801450899
158,3,ringach,3,1,auc,test,0.8817199299824957
159,4,ringach,4,1,auc,test,0.835643136485346
160,0,rupprecht,0,1,corr,test,0.687782320205633
161,1,rupprecht,1,1,corr,test,0.787910909554656
162,2,rupprecht,2,1,corr,test,0.7600815050516857
163,3,rupprecht,3,1,corr,test,0.8098334569794263
164,4,rupprecht,4,1,corr,test,0.8233241317138619
165,0,rupprecht,0,1,corr_bits,test,0.9242470143877232
166,1,rupprecht,1,1,corr_bits,test,1.3989828324964795
167,2,rupprecht,2,1,corr_bits,test,1.2437414797505368
168,3,rupprecht,3,1,corr_bits,test,1.5388077022249227
169,4,rupprecht,4,1,corr_bits,test,1.6342520440547896
170,0,rupprecht,0,1,rank,test,0.45699719190798116
171,1,rupprecht,1,1,rank,test,0.5059257210679764
172,2,rupprecht,2,1,rank,test,0.40239155726082637
173,3,rupprecht,3,1,rank,test,0.46244300240059716
174,4,rupprecht,4,1,rank,test,0.40875925165004695
175,0,rupprecht,0,1,auc,test,0.8348905066611569
176,1,rupprecht,1,1,auc,test,0.8698858172591294
177,2,rupprecht,2,1,auc,test,0.8514360202332205
178,3,rupprecht,3,1,auc,test,0.9208672168042011
179,4,rupprecht,4,1,auc,test,0.8823842122702663
180,0,speiser,0,1,corr,test,0.728041277812709
181,1,speiser,1,1,corr,test,0.8163860845738434
182,2,speiser,2,1,corr,test,0.7839591650705174
183,3,speiser,3,1,corr,test,0.8000295245889731
184,4,speiser,4,1,corr,test,0.8233757553077349
185,0,speiser,0,1,corr_bits,test,1.0894027189680813
186,1,speiser,1,1,corr_bits,test,1.5841818060619515
187,2,speiser,2,1,corr_bits,test,1.3755414736516935
188,3,speiser,3,1,corr_bits,test,1.474120515261781
189,4,speiser,4,1,corr_bits,test,1.634632805901927
190,0,speiser,0,1,rank,test,0.4775967863431714
191,1,speiser,1,1,rank,test,0.5199232143823456
192,2,speiser,2,1,rank,test,0.4181513953532715
193,3,speiser,3,1,rank,test,0.47173810952577067
194,4,speiser,4,1,rank,test,0.4312596759142631
195,0,speiser,0,1,auc,test,0.8505002197766584
196,1,speiser,1,1,auc,test,0.8805929744886827
197,2,speiser,2,1,auc,test,0.8661320260141405
198,3,speiser,3,1,auc,test,0.9299614903725931
199,4,speiser,4,1,auc,test,0.9045158045653462
200,0,bolte,0,1,corr,test,0.6706547242505293
201,1,bolte,1,1,corr,test,0.7847359320214207
202,2,bolte,2,1,corr,test,0.7466633503079105
203,3,bolte,3,1,corr,test,0.7537521069328018
204,4,bolte,4,1,corr,test,0.7798463865803122
205,0,bolte,0,1,corr_bits,test,0.8619136380727329
206,1,bolte,1,1,corr_bits,test,1.380109940762685
207,2,bolte,2,1,corr_bits,test,1.1762707191894215
208,3,bolte,3,1,corr_bits,test,1.2113718770947317
209,4,bolte,4,1,corr_bits,test,1.3516648395053332
210,0,bolte,0,1,rank,test,0.46147007865677697
211,1,bolte,1,1,rank,test,0.5017932998993799
212,2,bolte,2,1,rank,test,0.3981957777766154
213,3,bolte,3,1,rank,test,0.4583891181385766
214,4,bolte,4,1,rank,test,0.404845994468249
215,0,bolte,0,1,auc,test,0.8386640144924307
216,1,bolte,1,1,auc,test,0.8666049826665265
217,2,bolte,2,1,auc,test,0.8475353160378026
218,3,bolte,3,1,auc,test,0.9176091522880718
219,4,bolte,4,1,auc,test,0.8788908226609491
220,0,oopsi,0,1,corr,test,0.6512866682131385
221,1,oopsi,1,1,corr,test,
222,2,oopsi,2,1,corr,test,0.6998707808630661
223,3,oopsi,3,1,corr,test,0.7659254931100776
224,4,oopsi,4,1,corr,test,0.8024302849253079
225,0,oopsi,0,1,corr_bits,test,0.7962959754289417
226,1,oopsi,1,1,corr_bits,test,
227,2,oopsi,2,1,corr_bits,test,0.9709192341335263
228,3,oopsi,3,1,corr_bits,test,1.2745358012113472
229,4,oopsi,4,1,corr_bits,test,1.4896228183782954
230,0,oopsi,0,1,rank,test,0.43331968664782033
231,1,oopsi,1,1,rank,test,
232,2,oopsi,2,1,rank,test,0.41168464403188926
233,3,oopsi,3,1,rank,test,0.48367815983961704
234,4,oopsi,4,1,rank,test,0.47342867729981625
235,0,oopsi,0,1,auc,test,0.7956892378307537
236,1,oopsi,1,1,auc,test,0.5
237,2,oopsi,2,1,auc,test,0.8232599383179602
238,3,oopsi,3,1,auc,test,0.8789134783695924
239,4,oopsi,4,1,auc,test,0.8432432896143571
240,0,stm,0,2,corr,test,0.40569949009662404
241,1,stm,1,2,corr,test,0.7392200718986656
242,2,stm,2,2,corr,test,0.7256184905592123
243,3,stm,3,2,corr,test,0.7127636034759697
244,4,stm,4,2,corr,test,0.5422380869699106
245,5,stm,5,2,corr,test,0.09048927505520424
246,6,stm,6,2,corr,test,0.6083841830595875
247,7,stm,7,2,corr,test,0.4195577493998545
248,8,stm,8,2,corr,test,0.7364730142266892
249,9,stm,9,2,corr,test,0.3269932505549361
250,0,stm,0,2,corr_bits,test,0.2594472675472196
251,1,stm,1,2,corr_bits,test,1.1406547680913093
252,2,stm,2,2,corr_bits,test,1.0786312926264088
253,3,stm,3,2,corr_bits,test,1.023363482593838
254,4,stm,4,2,corr_bits,test,0.5023051607403399
255,5,stm,5,2,corr_bits,test,0.011861863493874794
256,6,stm,6,2,corr_bits,test,0.6668770060959481
257,7,stm,7,2,corr_bits,test,0.2793340164594935
258,8,stm,8,2,corr_bits,test,1.1278173995517853
259,9,stm,9,2,corr_bits,test,0.1631460886987276
260,0,stm,0,2,rank,test,0.37543675694401785
261,1,stm,1,2,rank,test,0.32671014456291086
262,2,stm,2,2,rank,test,0.4140970657694844
263,3,stm,3,2,rank,test,0.6753067373515828
264,4,stm,4,2,rank,test,0.26766734223742134
265,5,stm,5,2,rank,test,0.3311971350059871
266,6,stm,6,2,rank,test,0.4378620277125864
267,7,stm,7,2,rank,test,0.41433787878828643
268,8,stm,8,2,rank,test,0.39776924212738585
269,9,stm,9,2,rank,test,0.10368839012925396
270,0,stm,0,2,auc,test,0.7222838315165017
271,1,stm,1,2,auc,test,0.9299326979256332
272,2,stm,2,2,auc,test,0.9266543106784251
273,3,stm,3,2,auc,test,0.8838013917720939
274,4,stm,4,2,auc,test,0.8815363717683956
275,5,stm,5,2,auc,test,0.6662507403850336
276,6,stm,6,2,auc,test,0.8127819415534467
277,7,stm,7,2,auc,test,0.7186819946072697
278,8,stm,8,2,auc,test,0.9382299555611192
279,9,stm,9,2,auc,test,0.932785153892577
280,0,chenkov,0,2,corr,test,0.419472125953776
281,1,chenkov,1,2,corr,test,0.7915817737621442
282,2,chenkov,2,2,corr,test,0.7800108583388863
283,3,chenkov,3,2,corr,test,0.7467168849563962
284,4,chenkov,4,2,corr,test,0.6473636279533937
285,5,chenkov,5,2,corr,test,0.2617585534717119
286,6,chenkov,6,2,corr,test,0.6712341843048252
287,7,chenkov,7,2,corr,test,0.431950981720809
288,8,chenkov,8,2,corr,test,0.8128288297521591
289,9,chenkov,9,2,corr,test,0.45614166858688227
290,0,chenkov,0,2,corr_bits,test,0.27920823586223487
291,1,chenkov,1,2,corr_bits,test,1.4212127531693637
292,2,chenkov,2,2,corr_bits,test,1.3526097367957455
293,3,chenkov,3,2,corr_bits,test,1.1765314017024786
294,4,chenkov,4,2,corr_bits,test,0.783587767356682
295,5,chenkov,5,2,corr_bits,test,0.1023994921880728
296,6,chenkov,6,2,corr_bits,test,0.863953888680085
297,7,chenkov,7,2,corr_bits,test,0.29793055887464803
298,8,chenkov,8,2,corr_bits,test,1.5593271495511505
299,9,chenkov,9,2,corr_bits,test,0.336546476542905
300,0,chenkov,0,2,rank,test,0.4013979937709685
301,1,chenkov,1,2,rank,test,0.33157828689628976
302,2,chenkov,2,2,rank,test,0.4198489587413607
303,3,chenkov,3,2,rank,test,0.6467200305026789
304,4,chenkov,4,2,rank,test,0.2836107960105493
305,5,chenkov,5,2,rank,test,0.3289079954166493
306,6,chenkov,6,2,rank,test,0.4678882785930974
307,7,chenkov,7,2,rank,test,0.4200766727634868
308,8,chenkov,8,2,rank,test,0.4003117895943172
309,9,chenkov,9,2,rank,test,0.1045104258237391
310,0,chenkov,0,2,auc,test,0.7409245654718791
311,1,chenkov,1,2,auc,test,0.9363997627256226
312,2,chenkov,2,2,auc,test,0.9326374603691859
313,3,chenkov,3,2,auc,test,0.8636428916480617
314,4,chenkov,4,2,auc,test,0.9043467217369219
315,5,chenkov,5,2,auc,test,0.6584662401156507
316,6,chenkov,6,2,auc,test,0.8350915772027555
317,7,chenkov,7,2,auc,test,0.7229218656637728
318,8,chenkov,8,2,auc,test,0.9410089503661514
319,9,chenkov,9,2,auc,test,0.9361798430899215
320,0,deneux,0,2,corr,test,0.4058532899600627
321,1,deneux,1,2,corr,test,0.8048453652095179
322,2,deneux,2,2,corr,test,0.7926495686255555
323,3,deneux,3,2,corr,test,0.7217123261167203
324,4,deneux,4,2,corr,test,0.706755984365178
325,5,deneux,5,2,corr,test,0.24454010379298968
326,6,deneux,6,2,corr,test,0.66223433873641
327,7,deneux,7,2,corr,test,0.42630522441569063
328,8,deneux,8,2,corr,test,0.8554703173386327
329,9,deneux,9,2,corr,test,0.5973395592978559
330,0,deneux,0,2,corr_bits,test,0.2596628339695701
331,1,deneux,1,2,corr_bits,test,1.5054351328912516
332,2,deneux,2,2,corr_bits,test,1.4277635519079348
333,3,deneux,3,2,corr_bits,test,1.0615069768368357
334,4,deneux,4,2,corr_bits,test,0.998569617692368
335,5,deneux,5,2,corr_bits,test,0.08896020315801198
336,6,deneux,6,2,corr_bits,test,0.8327816450525833
337,7,deneux,7,2,corr_bits,test,0.2893619683011707
338,8,deneux,8,2,corr_bits,test,1.898777357576627
339,9,deneux,9,2,corr_bits,test,0.6366933223178605
340,0,deneux,0,2,rank,test,0.42164868932135574
341,1,deneux,1,2,rank,test,0.3304367440318979
342,2,deneux,2,2,rank,test,0.42440473009901847
343,3,deneux,3,2,rank,test,0.5806782177259916
344,4,deneux,4,2,rank,test,0.2841966184396626
345,5,deneux,5,2,rank,test,0.3046838475200421
346,6,deneux,6,2,rank,test,0.45728394315938414
347,7,deneux,7,2,rank,test,0.41214602359128816
348,8,deneux,8,2,rank,test,0.3970029957261922
349,9,deneux,9,2,rank,test,0.10837122961831194
350,0,deneux,0,2,auc,test,0.7545790042828942
351,1,deneux,1,2,auc,test,0.9348699673970734
352,2,deneux,2,2,auc,test,0.9374046993489343
353,3,deneux,3,2,auc,test,0.8174767929184129
354,4,deneux,4,2,auc,test,0.9051059623858377
355,5,deneux,5,2,auc,test,0.6582499807583551
356,6,deneux,6,2,auc,test,0.8279876660614968
357,7,deneux,7,2,auc,test,0.7194499816727505
358,8,deneux,8,2,auc,test,0.9371847030105779
359,9,deneux,9,2,auc,test,0.9523234761617381
360,0,friedrich,0,2,corr,test,0.36298660678298295
361,1,friedrich,1,2,corr,test,0.7662402754963165
362,2,friedrich,2,2,corr,test,0.8040378024991405
363,3,friedrich,3,2,corr,test,0.6936765271912555
364,4,friedrich,4,2,corr,test,0.69656937508924
365,5,friedrich,5,2,corr,test,0.1141498741110165
366,6,friedrich,6,2,corr,test,0.48057800741116774
367,7,friedrich,7,2,corr,test,0.3938425075528365
368,8,friedrich,8,2,corr,test,0.8498090507021534
369,9,friedrich,9,2,corr,test,0.5654833697356062
370,0,friedrich,0,2,corr_bits,test,0.20383300364924353
371,1,friedrich,1,2,corr_bits,test,1.2762200944717152
372,2,friedrich,2,2,corr_bits,test,1.5001231501280492
373,3,friedrich,3,2,corr_bits,test,0.9467138108100525
374,4,friedrich,4,2,corr_bits,test,0.9579409673018902
375,5,friedrich,5,2,corr_bits,test,0.018922145011652517
376,6,friedrich,6,2,corr_bits,test,0.3788604911588211
377,7,friedrich,7,2,corr_bits,test,0.2431678519696057
378,8,friedrich,8,2,corr_bits,test,1.8477538640168518
379,9,friedrich,9,2,corr_bits,test,0.5559085178079265
380,0,friedrich,0,2,rank,test,0.36966483810309936
381,1,friedrich,1,2,rank,test,0.38597114969161955
382,2,friedrich,2,2,rank,test,0.5055131543415955
383,3,friedrich,3,2,rank,test,0.5905438974392484
384,4,friedrich,4,2,rank,test,0.31918744700184076
385,5,friedrich,5,2,rank,test,0.26074802673212943
386,6,friedrich,6,2,rank,test,0.4480632059276559
387,7,friedrich,7,2,rank,test,0.3782398676030998
388,8,friedrich,8,2,rank,test,0.4753722243337679
389,9,friedrich,9,2,rank,test,0.11616544884440877
390,0,friedrich,0,2,auc,test,0.6874702520435553
391,1,friedrich,1,2,auc,test,0.9174133524817918
392,2,friedrich,2,2,auc,test,0.9263752825923134
393,3,friedrich,3,2,auc,test,0.7760108626114658
394,4,friedrich,4,2,auc,test,0.881431458515091
395,5,friedrich,5,2,auc,test,0.6114095425173425
396,6,friedrich,6,2,auc,test,0.7730712703912324
397,7,friedrich,7,2,auc,test,0.6721229984384178
398,8,friedrich,8,2,auc,test,0.9237236861321483
399,9,friedrich,9,2,auc,test,0.9146424260712129
400,0,machado,0,2,corr,test,0.428848825677295
401,1,machado,1,2,corr,test,0.7529950496469925
402,2,machado,2,2,corr,test,0.7267990998452396
403,3,machado,3,2,corr,test,0.662847376778595
404,4,machado,4,2,corr,test,0.6413221430435643
405,5,machado,5,2,corr,test,0.07925301162918413
406,6,machado,6,2,corr,test,0.4287317768394285
407,7,machado,7,2,corr,test,0.4241788050008805
408,8,machado,8,2,corr,test,0.7806884472497612
409,9,machado,9,2,corr,test,0.5888468203886709
410,0,machado,0,2,corr_bits,test,0.29320215586870724
411,1,machado,1,2,corr_bits,test,1.207566216976928
412,2,machado,2,2,corr_bits,test,1.0838656119375714
413,3,machado,3,2,corr_bits,test,0.834870514265498
414,4,machado,4,2,corr_bits,test,0.7643809868319376
415,5,machado,5,2,corr_bits,test,0.009090202989533573
416,6,machado,6,2,corr_bits,test,0.29302471545953457
417,7,machado,7,2,corr_bits,test,0.28617691447572213
418,8,machado,8,2,corr_bits,test,1.3565111617712915
419,9,machado,9,2,corr_bits,test,0.6142720668535803
420,0,machado,0,2,rank,test,0.4063079640314038
421,1,machado,1,2,rank,test,0.32379082366668094
422,2,machado,2,2,rank,test,0.40616299606640094
423,3,machado,3,2,rank,test,0.49396117626297503
424,4,machado,4,2,rank,test,0.2783094358504966
425,5,machado,5,2,rank,test,0.26778280097276563
426,6,machado,6,2,rank,test,0.42544382211633053
427,7,machado,7,2,rank,test,0.3879758423746427
428,8,machado,8,2,rank,test,0.3895058614768767
429,9,machado,9,2,rank,test,0.1139728240237196
430,0,machado,0,2,auc,test,0.7391554116427365
431,1,machado,1,2,auc,test,0.9228612970701966
432,2,machado,2,2,auc,test,0.9117008493044666
433,3,machado,3,2,auc,test,0.753809094825898
434,4,machado,4,2,auc,test,0.8927400028713102
435,5,machado,5,2,auc,test,0.622068158925948
436,6,machado,6,2,auc,test,0.7955678510705743
437,7,machado,7,2,auc,test,0.6982395798289791
438,8,machado,8,2,auc,test,0.923374225449083
439,9,machado,9,2,auc,test,0.9680899215449608
440,0,mineault,0,2,corr,test,0.1769904778563721
441,1,mineault,1,2,corr,test,0.8280599065487056
442,2,mineault,2,2,corr,test,0.7963584109700735
443,3,mineault,3,2,corr,test,0.7120665221090844
444,4,mineault,4,2,corr,test,0.6891828864996173
445,5,mineault,5,2,corr,test,0.19662414603833184
446,6,mineault,6,2,corr,test,0.5748770954301538
447,7,mineault,7,2,corr,test,0.35436669754438205
448,8,mineault,8,2,corr,test,0.8488562036327539
449,9,mineault,9,2,corr,test,0.6201126749495133
450,0,mineault,0,2,corr_bits,test,0.045916323632041484
451,1,mineault,1,2,corr_bits,test,1.6697087502542045
452,2,mineault,2,2,corr_bits,test,1.4508206401261872
453,3,mineault,3,2,corr_bits,test,1.0204537962100901
454,4,mineault,4,2,corr_bits,test,0.9295366185325379
455,5,mineault,5,2,corr_bits,test,0.056882914317599516
456,6,mineault,6,2,corr_bits,test,0.5788088609576442
457,7,mineault,7,2,corr_bits,test,0.19359469417516403
458,8,mineault,8,2,corr_bits,test,1.83937330724132
459,9,mineault,9,2,corr_bits,test,0.700262365057455
460,0,mineault,0,2,rank,test,0.21153744843524175
461,1,mineault,1,2,rank,test,0.4126949360877413
462,2,mineault,2,2,rank,test,0.5271618626854254
463,3,mineault,3,2,rank,test,0.6044968764854862
464,4,mineault,4,2,rank,test,0.3288067420753844
465,5,mineault,5,2,rank,test,0.2823917595106128
466,6,mineault,6,2,rank,test,0.48586334994573616
467,7,mineault,7,2,rank,test,0.34577479003838374
468,8,mineault,8,2,rank,test,0.4792815865425172
469,9,mineault,9,2,rank,test,0.12314147486243221
470,0,mineault,0,2,auc,test,0.5371495929120231
471,1,mineault,1,2,auc,test,0.9302069906740466
472,2,mineault,2,2,auc,test,0.9279690014053239
473,3,mineault,3,2,auc,test,0.8335683417544684
474,4,mineault,4,2,auc,test,0.8994958642091195
475,5,mineault,5,2,auc,test,0.6364939547771149
476,6,mineault,6,2,auc,test,0.8050063583477607
477,7,mineault,7,2,auc,test,0.6559955211215273
478,8,mineault,8,2,auc,test,0.933370887317185
479,9,mineault,9,2,auc,test,0.9175090525045263
480,0,pachitariu,0,2,corr,test,0.3890967608738945
481,1,pachitariu,1,2,corr,test,0.7336038988796181
482,2,pachitariu,2,2,corr,test,0.7593697982208484
483,3,pachitariu,3,2,corr,test,0.7866147177616032
484,4,pachitariu,4,2,corr,test,0.6329313288468972
485,5,pachitariu,5,2,corr,test,0.17103146106002098
486,6,pachitariu,6,2,corr,test,0.5290953324925275
487,7,pachitariu,7,2,corr,test,0.43326895418961286
488,8,pachitariu,8,2,corr,test,0.8147489322538454
489,9,pachitariu,9,2,corr,test,0.47281616754700134
490,0,pachitariu,0,2,corr_bits,test,0.23683710779272038
491,1,pachitariu,1,2,corr_bits,test,1.1145808239280317
492,2,pachitariu,2,2,corr_bits,test,1.2400516149551686
493,3,pachitariu,3,2,corr_bits,test,1.3912388701584337
494,4,pachitariu,4,2,corr_bits,test,0.7384139861903344
495,5,pachitariu,5,2,corr_bits,test,0.04283090940623494
496,6,pachitariu,6,2,corr_bits,test,0.47381471718086804
497,7,pachitariu,7,2,corr_bits,test,0.2999545007115383
498,8,pachitariu,8,2,corr_bits,test,1.5726762695887089
499,9,pachitariu,9,2,corr_bits,test,0.36504459930186794
500,0,pachitariu,0,2,rank,test,0.3477363279449135
501,1,pachitariu,1,2,rank,test,0.33353162703512285
502,2,pachitariu,2,2,rank,test,0.41982645954231684
503,3,pachitariu,3,2,rank,test,0.6995796209416942
504,4,pachitariu,4,2,rank,test,0.2829967338601046
505,5,pachitariu,5,2,rank,test,0.3178811317345478
506,6,pachitariu,6,2,rank,test,0.4448406132144459
507,7,pachitariu,7,2,rank,test,0.40999871369575575
508,8,pachitariu,8,2,rank,test,0.40041768759265295
509,9,pachitariu,9,2,rank,test,0.10887511106038784
510,0,pachitariu,0,2,auc,test,0.7057758206175402
511,1,pachitariu,1,2,auc,test,0.9377511562665859
512,2,pachitariu,2,2,auc,test,0.9313943936400606
513,3,pachitariu,3,2,auc,test,0.8970793675662267
514,4,pachitariu,4,2,auc,test,0.9030435886958731
515,5,pachitariu,5,2,auc,test,0.6626011022952774
516,6,pachitariu,6,2,auc,test,0.8174570451305992
517,7,pachitariu,7,2,auc,test,0.7181309218355367
